English,Type,Episodes,Status,Start_Aired,End_Aired,Premiered,Studios,Source,Genres,Demographics,Score,Popularity,Favorites
Unknown,OVA,2,Finished Airing,"Apr 27, 2007","Jun 22, 2007",Unknown,Flavors Soft,Visual novel,Hentai,Unknown,7.151,5120,76
Itsudatte My Santa!,OVA,2,Finished Airing,"Dec 7, 2005",Not Available,Unknown,TNK,Manga,"Comedy, Fantasy, Romance, Ecchi",Shounen,5.901,5121,11
Unknown,TV,13,Finished Airing,"Jan 7, 2016","Mar 31, 2016",Winter 2016,KOO-KI,Original,"Comedy, Gourmet",Unknown,4.631,5122,15
Pokémon Hisuian Snow,ONA,3,Finished Airing,"May 18, 2022","Jun 22, 2022",Unknown,Wit Studio,Game,"Action, Adventure, Fantasy",Kids,7.381,5123,51
ef ~ A Tale of Melodies - Recollections,Special,1,Finished Airing,"Sep 26, 2008",Not Available,Unknown,Shaft,Visual novel,"Drama, Mystery, Romance",Unknown,7.281,5124,7
Unknown,Special,8,Finished Airing,"Jan 25, 2006","Aug 25, 2006",Unknown,J.C.Staff,Unknown,"Comedy, Fantasy, Supernatural",Unknown,6.601,5125,2
Teekyu 9,TV,12,Finished Airing,"Jul 12, 2017","Sep 27, 2017",Summer 2017,Millepensee,Manga,Comedy,Unknown,6.521,5126,14
Venus Wars,Movie,1,Finished Airing,"Mar 11, 1989",Not Available,Unknown,Triangle Staff,Manga,"Action, Adventure, Sci-Fi",Unknown,6.781,5127,48
Ushio and Tora,OVA,10,Finished Airing,"Sep 11, 1992","Aug 1, 1993",Unknown,Pastel,Manga,"Action, Comedy, Horror",Unknown,7.151,5128,37
A Day Before Us,ONA,10,Finished Airing,"Jan 12, 2018","Feb 23, 2018",Unknown,"LICO, Red Dog Culture House",Original,"Romance, Slice of Life",Unknown,7.261,5129,39
Unknown,OVA,2,Finished Airing,"Jul 27, 2012","Jan 25, 2013",Unknown,PoRO,Visual novel,Hentai,Unknown,6.741,5130,48
Unknown,OVA,2,Finished Airing,"Feb 29, 2008","May 23, 2008",Unknown,T-Rex,Manga,"Supernatural, Hentai",Unknown,6.731,5131,80
Unknown,TV,12,Finished Airing,"Jan 10, 2021","Mar 28, 2021",Winter 2021,"Creators in Pack, LEVELS",4-koma manga,"Comedy, Slice of Life",Shounen,6.371,5132,18
Unknown,ONA,10,Finished Airing,"Dec 10, 2018","Feb 18, 2019",Unknown,Gonzo,Manga,"Action, Adventure",Seinen,5.591,5133,35
Unknown,Music,1,Finished Airing,Apr-03,Not Available,Unknown,Unknown,Original,Slice of Life,Kids,6.461,5134,7
Unknown,Special,1,Finished Airing,"Mar 3, 2017",Not Available,Unknown,"Millepensee, GEMBA",Manga,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",Seinen,6.021,5135,20
Theatre of Darkness Yamishibai 8,TV,13,Finished Airing,"Jan 11, 2021","Apr 5, 2021",Winter 2021,"ILCA, DRAWIZ",Original,"Avant Garde, Horror, Supernatural",Unknown,5.761,5136,23
Unknown,OVA,1,Finished Airing,"Mar 26, 2010",Not Available,Unknown,Panda Factory,Manga,"Boys Love, Comedy, Erotica",Unknown,6.101,5137,16
Unknown,TV,39,Finished Airing,"Jul 4, 2009","Mar 27, 2010",Summer 2009,"Heewon Entertainment, NHK Enterprises",Original,Sci-Fi,Shounen,6.591,5138,20
Magical Angel Creamy Mami,TV,52,Finished Airing,"Jul 1, 1983","Jun 29, 1984",Summer 1983,Pierrot,Original,"Comedy, Fantasy, Romance, Sci-Fi",Shoujo,7.231,5139,133
Non Non Biyori Nonstop Our Club Worked Hard,OVA,1,Finished Airing,"Mar 23, 2022",Not Available,Unknown,SILVER LINK.,Manga,Slice of Life,Seinen,8.151,5140,20
Unknown,Special,3,Finished Airing,"Feb 4, 2014","Feb 25, 2014",Unknown,Unknown,Manga,Unknown,Shoujo,5.701,5141,10
The Thousand Noble Musketeers,TV,12,Finished Airing,"Jul 3, 2018","Sep 25, 2018",Summer 2018,TMS Entertainment,Game,Action,Unknown,4.871,5142,15
Viper GTS,OVA,3,Finished Airing,"Dec 24, 2002","Sep 25, 2003",Unknown,Studio G-1Neo,Visual novel,Hentai,Unknown,6.961,5143,106
Unknown,OVA,1,Finished Airing,"Mar 22, 2006",Not Available,Unknown,Trans Arts,Game,"Action, Adventure, Fantasy, Sci-Fi",Unknown,6.121,5144,14
Zenki,TV,51,Finished Airing,"Jan 9, 1995","Dec 25, 1995",Winter 1995,Studio Deen,Manga,"Action, Comedy, Drama, Fantasy, Horror, Ecchi",Shounen,6.951,5145,30
Unknown,Movie,1,Finished Airing,"Apr 24, 1999",Not Available,Unknown,Unknown,Other,"Avant Garde, Fantasy, Romance",Seinen,6.281,5146,44
He Wei Dao x ReZERO,ONA,3,Finished Airing,"Sep 21, 2018","Mar 8, 2019",Unknown,White Fox,Light novel,Comedy,Unknown,5.981,5147,33
Unknown,ONA,6,Finished Airing,"Oct 8, 2017","Dec 10, 2017",Unknown,SILVER LINK.,Light novel,Comedy,Unknown,6.521,5148,10
Bodacious Space Pirates the Movie Abyss of Hyperspace,Movie,1,Finished Airing,"Feb 22, 2014",Not Available,Unknown,Satelight,Light novel,Sci-Fi,Unknown,7.111,5149,13
Unknown,OVA,2,Finished Airing,"Jul 2, 2010","Dec 3, 2010",Unknown,Brain's Base,Light novel,"Action, Comedy",Unknown,6.811,5150,4
Calamity of the Zombie Girl,ONA,1,Finished Airing,"Jul 4, 2018",Not Available,Unknown,"Gonzo, Stingray",Novel,"Action, Horror, Supernatural, Suspense",Unknown,5.351,5151,12
Unknown,OVA,4,Finished Airing,"Mar 29, 2013","Sep 30, 2014",Unknown,Arms,Other,"Action, Adventure, Fantasy, Ecchi",Unknown,6.011,5152,14
Unknown,OVA,1,Finished Airing,"Jul 31, 2008",Not Available,Unknown,"Sunrise, Studio Deen",Manga,"Action, Comedy, Supernatural",Shounen,7.501,5153,13
Unknown,OVA,2,Finished Airing,"Jul 17, 2012",Not Available,Unknown,Seven,4-koma manga,"Comedy, Slice of Life",Seinen,6.761,5154,2
Unknown,OVA,4,Finished Airing,"Mar 28, 2008","Jun 29, 2012",Unknown,"T-Rex, Space-X",Manga,Hentai,Unknown,7.041,5155,79
Doraemon the Movie Nobita's Dinosaur 2006,Movie,1,Finished Airing,"Mar 4, 2006",Not Available,Unknown,Shin-Ei Animation,Unknown,"Adventure, Comedy",Kids,7.501,5156,17
Unknown,ONA,14,Finished Airing,"Jan 8, 2016","Apr 15, 2016",Unknown,Haoliners Animation League,Manga,"Comedy, Romance, Supernatural",Unknown,7.531,5157,21
Snickers x Dr Stone,ONA,1,Finished Airing,"Oct 4, 2020",Not Available,Unknown,TMS Entertainment,Original,"Comedy, Sci-Fi",Unknown,7.281,5158,111
Unknown,TV,12,Finished Airing,"Jan 5, 2021","Mar 23, 2021",Winter 2021,Shin-Ei Animation,Other,Comedy,Kids,8.001,5159,216
Grand Blues!,TV,12,Finished Airing,"Oct 8, 2020","Dec 24, 2020",Fall 2020,"W-Toon Studio, DMM.futureworks",4-koma manga,"Adventure, Fantasy",Unknown,5.741,5160,21
Unknown,OVA,3,Finished Airing,"Mar 25, 2011","Nov 25, 2011",Unknown,Anpro,Manga,"Action, Adventure, Drama, Fantasy",Unknown,7.801,5161,70
Unknown,TV,48,Finished Airing,"Apr 6, 1998","Sep 28, 1999",Spring 1998,Pierrot,Original,"Adventure, Horror",Unknown,6.551,5162,25
Unknown,Movie,1,Finished Airing,"Dec 9, 2006",Not Available,Unknown,Toei Animation,Original,"Action, Adventure, Comedy, Fantasy",Shounen,6.551,5163,7
Unknown,ONA,13,Finished Airing,"Jun 24, 2016","Sep 16, 2016",Unknown,Haoliners Animation League,Manga,"Comedy, Romance, Supernatural",Unknown,7.621,5164,51
Unknown,OVA,4,Finished Airing,"Jan 26, 2007","Feb 26, 2010",Unknown,"Flavors Soft, Maboroshi Koubou",Manga,Hentai,Unknown,6.821,5165,48
"Wake Up, Girls! New Chapter",TV,12,Finished Airing,"Oct 10, 2017","Jan 8, 2018",Fall 2017,Millepensee,Original,Drama,Unknown,6.511,5166,21
Unknown,ONA,4,Finished Airing,"Jul 8, 2021",Not Available,Unknown,"TMS Entertainment, Quebico",Game,"Action, Horror, Sci-Fi",Unknown,6.211,5167,31
Unknown,OVA,4,Finished Airing,"Nov 24, 2017","Mar 30, 2018",Unknown,Collaboration Works,Web manga,Hentai,Unknown,7.201,5168,89
Unknown,TV,13,Finished Airing,"Oct 5, 2011","Dec 28, 2011",Fall 2011,Seven,4-koma manga,"Comedy, Slice of Life",Unknown,6.651,5169,5
Unknown,OVA,1,Finished Airing,"Dec 8, 1995",Not Available,Unknown,Madhouse,Manga,"Action, Horror",Unknown,5.911,5170,8
Unknown,Special,6,Finished Airing,"Jun 26, 2013","Nov 27, 2013",Unknown,Arms,Light novel,"Comedy, Ecchi",Unknown,6.561,5171,6
Space Battleship Yamato 2199 Odyssey of the Celestial Ark,Movie,1,Finished Airing,"Dec 6, 2014",Not Available,Unknown,Xebec,Original,"Action, Drama, Sci-Fi",Unknown,7.721,5172,11
Aquarian Age Sign for Evolution,TV,13,Finished Airing,"Jan 11, 2002","Mar 29, 2002",Winter 2002,Madhouse,Card game,"Action, Adventure, Fantasy, Romance, Sci-Fi, Supernatural",Shounen,6.061,5173,12
Unknown,OVA,1,Finished Airing,"Feb 15, 2012",Not Available,Unknown,ufotable,Manga,"Comedy, Girls Love",Unknown,6.431,5174,23
Unknown,ONA,1,Finished Airing,"Apr 1, 2014",Not Available,Unknown,Unknown,Manga,Comedy,Unknown,6.031,5175,14
Unknown,Special,2,Finished Airing,"Jan 26, 2018","Mar 23, 2018",Unknown,SILVER LINK.,Light novel,Comedy,Unknown,6.531,5176,9
Magical Girl Lyrical Nanoha Reflection,Movie,1,Finished Airing,"Jul 22, 2017",Not Available,Unknown,Seven Arcs Pictures,Original,"Action, Drama, Sci-Fi",Unknown,7.441,5177,32
Unknown,Movie,1,Finished Airing,"Aug 1, 1998",Not Available,Unknown,Sunrise,Original,"Drama, Romance, Sci-Fi",Unknown,6.761,5178,3
Unknown,TV,12,Finished Airing,"Oct 8, 2019","Dec 24, 2019",Fall 2019,Passione,Card game,"Fantasy, Sci-Fi",Shounen,5.761,5179,19
Unknown,TV,44,Finished Airing,"Apr 20, 1999","Mar 26, 2000",Spring 1999,Studio Hibari,Manga,"Drama, Romance",Shoujo,7.341,5180,110
Pokemon Pichu Bros. in Party Panic,Special,1,Finished Airing,"Jul 18, 2003",Not Available,Unknown,OLM,Game,"Adventure, Comedy, Fantasy",Kids,6.491,5181,9
Unknown,OVA,1,Finished Airing,"Apr 28, 2017",Not Available,Unknown,Jumondo,Original,Hentai,Unknown,6.691,5182,119
Unknown,Special,6,Finished Airing,"Feb 23, 2011","Mar 30, 2011",Unknown,SILVER LINK.,Unknown,Comedy,Unknown,6.951,5183,11
Unknown,OVA,3,Finished Airing,"Feb 26, 2010",Not Available,Unknown,TYO Animations,Manga,Comedy,Seinen,6.901,5184,29
Nazotokine,TV,12,Finished Airing,"Oct 5, 2016","Dec 21, 2016",Fall 2016,Tengu Kobo,Original,Unknown,Unknown,4.821,5185,4
Unknown,OVA,2,Finished Airing,"Feb 28, 2014","Nov 27, 2015",Unknown,Circle Tribute,Visual novel,Hentai,Unknown,6.941,5186,107
Unknown,Music,1,Finished Airing,"Aug 21, 1999",Not Available,Unknown,Madhouse,Manga,"Drama, Fantasy, Sci-Fi",Shoujo,6.771,5187,14
The Guyver Bio-Booster Armor,OVA,6,Finished Airing,"Sep 25, 1989","Feb 25, 1990",Unknown,Visual 80,Manga,"Action, Horror, Sci-Fi",Unknown,7.101,5188,104
Unknown,OVA,4,Finished Airing,"Dec 18, 1997","Aug 25, 1998",Unknown,Production Reed,Original,"Adventure, Comedy, Sci-Fi",Shounen,6.821,5189,14
Hidamari Sketch Sae & Hiro Graduation,OVA,2,Finished Airing,"Nov 27, 2013",Not Available,Unknown,Shaft,4-koma manga,"Comedy, Slice of Life",Seinen,8.061,5191,25
Unknown,OVA,6,Finished Airing,"Feb 26, 2016","Dec 29, 2017",Unknown,PoRO,Visual novel,Hentai,Unknown,6.611,5191,37
Unknown,Music,1,Finished Airing,"Mar 26, 2010",Not Available,Unknown,P.A. Works,Original,"Drama, Romance",Unknown,6.621,5192,4
Battle B-Daman,TV,52,Finished Airing,"Jan 5, 2004","Dec 27, 2004",Winter 2004,Nippon Animation,Manga,"Adventure, Fantasy",Kids,6.281,5193,28
Cockroach Girls,ONA,2,Finished Airing,"Sep 14, 2012",Not Available,Unknown,"WAO World, MooGoo",Manga,Comedy,Unknown,5.541,5194,18
Unknown,OVA,3,Finished Airing,"Apr 28, 2007","Mar 28, 2008",Unknown,"Pierrot, Arms",Manga,"Action, Adventure, Drama, Fantasy",Shoujo,7.781,5196,46
Unknown,ONA,10,Finished Airing,"Sep 7, 2011","Jan 26, 2012",Unknown,"TNK, Kinema Citrus",Other,"Action, Sci-Fi",Unknown,6.551,5197,5
Arifureta From Commonplace to World's Strongest - Prologue,ONA,1,Finished Airing,"Mar 19, 2020",Not Available,Unknown,asread.,Light novel,Fantasy,Unknown,6.611,5198,11
Unknown,TV,12,Finished Airing,"Oct 7, 2015","Dec 23, 2015",Fall 2015,Seven,4-koma manga,"Comedy, Slice of Life",Unknown,5.851,5199,9
Project ARMS,TV,26,Finished Airing,"Apr 7, 2001","Sep 29, 2001",Spring 2001,TMS Entertainment,Manga,Action,Unknown,6.941,5200,32
Unknown,ONA,3,Finished Airing,"Oct 23, 2013","Jan 30, 2014",Unknown,Unknown,Unknown,Supernatural,Shounen,6.721,5201,8
Big Windup!,Special,1,Finished Airing,"Feb 27, 2008",Not Available,Unknown,A-1 Pictures,Manga,"Drama, Sports",Seinen,7.231,5202,9
Super Heavy God Gravion,TV,13,Finished Airing,"Oct 7, 2002","Dec 16, 2002",Fall 2002,Gonzo,Original,"Action, Comedy, Sci-Fi",Shounen,6.381,5203,17
Unknown,OVA,1,Finished Airing,"Jun 24, 2011",Not Available,Unknown,Nomad,Visual novel,"Drama, Fantasy, Romance, Ecchi",Unknown,6.411,5204,3
Unknown,OVA,2,Finished Airing,"May 27, 2011","Aug 26, 2011",Unknown,Office Takeout,Manga,Hentai,Unknown,7.061,5205,47
Fire Emblem,OVA,2,Finished Airing,"Jan 26, 1996","Apr 26, 1996",Unknown,Studio Fantasia,Game,"Action, Adventure, Fantasy",Shounen,5.611,5206,42
Unknown,Movie,2,Finished Airing,"Oct 1, 2006",Not Available,Unknown,Gainax,Original,Comedy,Shounen,7.411,5207,32
Unknown,TV,13,Finished Airing,"May 27, 2001","May 26, 2002",Spring 2001,OLM,Original,"Sci-Fi, Slice of Life",Unknown,7.191,5208,66
Urotsukidoji Legend of the Overfiend,OVA,3,Finished Airing,"Jan 21, 1987","Apr 10, 1989",Unknown,Phoenix Entertainment,Manga,"Action, Drama, Hentai",Unknown,6.061,5209,65
Unknown,Special,2,Finished Airing,"May 29, 2019","Jun 26, 2019",Unknown,CloverWorks,Game,"Comedy, Slice of Life",Unknown,6.911,5210,14
Unknown,OVA,3,Finished Airing,"Jun 18, 2014","Dec 16, 2014",Unknown,Manglobe,Manga,"Comedy, Romance",Shounen,7.111,5211,4
Unknown,OVA,6,Finished Airing,"Apr 18, 2014",Not Available,Unknown,Brain's Base,Manga,"Comedy, Romance, Slice of Life, Ecchi",Shounen,5.871,5212,7
My Holy Weapon,ONA,16,Finished Airing,"Apr 26, 2018","Aug 9, 2018",Unknown,"Haoliners Animation League, Pb Animation Co. Ltd.",Web manga,"Adventure, Comedy, Fantasy, Romance, Supernatural",Unknown,6.411,5213,18
Unknown,ONA,12,Finished Airing,"Apr 14, 2017","Jun 25, 2017",Unknown,"Artland, TNK",Other,"Fantasy, Ecchi",Unknown,5.931,5214,13
Pokémon Evolutions,ONA,8,Finished Airing,"Sep 9, 2021","Dec 23, 2021",Unknown,OLM,Game,"Adventure, Fantasy",Kids,7.401,5215,41
Unknown,ONA,2,Finished Airing,"Jan 18, 2019","Sep 20, 2019",Unknown,SELFISH,Web manga,Hentai,Unknown,6.951,5216,104
Unknown,OVA,3,Finished Airing,"Oct 22, 1993","Jan 21, 1994",Unknown,Madhouse,Manga,Unknown,Unknown,7.201,5217,51
Unknown,TV,17,Finished Airing,"Apr 10, 2006","Sep 4, 2006",Spring 2006,Tezuka Productions,Manga,"Action, Drama",Unknown,7.551,5218,59
Jing King of Bandits - Seventh Heaven,OVA,3,Finished Airing,"Jan 21, 2004","Apr 28, 2004",Unknown,Studio Deen,Manga,"Adventure, Comedy, Fantasy",Shounen,7.261,5219,24
Unknown,OVA,3,Finished Airing,"Dec 9, 2010","Oct 7, 2011",Unknown,Tatsunoko Production,Manga,"Action, Comedy, Horror, Supernatural",Shounen,7.041,5220,12
Unknown,OVA,2,Finished Airing,"Sep 6, 2019","Oct 4, 2019",Unknown,T-Rex,Manga,"Romance, Sports, Hentai",Unknown,7.101,5222,68
Inu-Oh,Movie,1,Finished Airing,"May 28, 2022",Not Available,Unknown,Science SARU,Novel,Fantasy,Unknown,7.761,5222,44
Fatal Fury The Motion Picture,Movie,1,Finished Airing,"Jul 16, 1994",Not Available,Unknown,Studio Comet,Game,"Action, Adventure, Drama, Romance",Shounen,6.561,5223,41
Megaman Star Force,TV,55,Finished Airing,"Oct 7, 2006","Oct 27, 2007",Fall 2006,Xebec,Game,"Action, Sci-Fi",Shounen,7.081,5224,76
Unknown,ONA,2,Finished Airing,"Nov 16, 2012","Dec 19, 2012",Unknown,Madhouse,Manga,Action,Unknown,5.811,5225,13
Charge!! Men's Private School,TV,34,Finished Airing,"Feb 25, 1988","Nov 14, 1988",Winter 1988,Toei Animation,Manga,"Action, Comedy",Shounen,7.371,5226,95
Astro Boy (1980),TV,52,Finished Airing,"Oct 1, 1980","Dec 23, 1981",Fall 1980,Tezuka Productions,Manga,"Action, Adventure, Sci-Fi",Shounen,7.131,5227,78
Unknown,Special,1,Finished Airing,Jul-92,Not Available,Unknown,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",Shounen,6.561,5228,4
Twin Angels Break,TV,12,Finished Airing,"Apr 7, 2017","Jun 23, 2017",Spring 2017,J.C.Staff,Game,Drama,Unknown,5.941,5229,15
Unknown,TV,13,Finished Airing,"Nov 4, 2004","Feb 3, 2005",Fall 2004,Bee Train,Visual novel,Fantasy,Shoujo,6.431,5230,29
Samurai Pizza Cats,TV,54,Finished Airing,"Feb 1, 1990","Feb 12, 1991",Winter 1990,Tatsunoko Production,Original,"Action, Comedy, Sci-Fi",Shounen,7.031,5231,59
Unknown,OVA,1,Finished Airing,"Apr 19, 2008",Not Available,Unknown,TMS Entertainment,Unknown,"Adventure, Comedy, Mystery",Shounen,7.511,5232,21
Unknown,Movie,1,Finished Airing,"Mar 2, 2013",Not Available,Unknown,Gonzo,Original,"Action, Drama",Unknown,5.851,5233,4
Boin,OVA,2,Finished Airing,"Aug 25, 2005","Jan 25, 2006",Unknown,Shindeban Film,Visual novel,Hentai,Unknown,6.561,5234,42
Unknown,OVA,3,Finished Airing,"Aug 31, 2012","Jun 30, 2017",Unknown,PoRO,Visual novel,Hentai,Unknown,6.701,5235,32
Earwig and the Witch,Special,1,Finished Airing,"Dec 30, 2020",Not Available,Unknown,Studio Ghibli,Novel,Unknown,Unknown,5.511,5236,14
Bucky The Incredible Kid,TV,26,Finished Airing,"Oct 5, 1999","Mar 28, 2000",Fall 1999,Trans Arts,Manga,"Adventure, Comedy, Fantasy",Unknown,7.361,5237,58
Unknown,OVA,1,Finished Airing,"Mar 25, 2016",Not Available,Unknown,"Barnum Studio, Project No.9",Visual novel,Unknown,Unknown,6.331,5238,9
Unknown,OVA,4,Finished Airing,"Dec 16, 1995","Feb 7, 1996",Unknown,Pierrot,Manga,"Action, Adventure, Comedy, Supernatural",Shounen,7.291,5240,14
Seto no Hanayome OVA Extras,Special,2,Finished Airing,"Nov 3, 2008","Jan 5, 2009",Unknown,Gonzo,Manga,Comedy,Unknown,7.371,5241,2
Unknown,Special,1,Finished Airing,"Jan 6, 2010",Not Available,Unknown,Production I.G,Game,Action,Unknown,7.161,5242,11
Those Who Hunt Elves II,TV,12,Finished Airing,"Oct 2, 1997","Dec 25, 1997",Fall 1997,Group TAC,Manga,"Adventure, Comedy, Fantasy",Unknown,7.011,5243,13
Lupin III The Secret of Mamo,Movie,1,Finished Airing,"Dec 16, 1978",Not Available,Unknown,Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery",Seinen,6.971,5244,30
Star Ocean EX,TV,26,Finished Airing,"Apr 3, 2001","Sep 25, 2001",Spring 2001,Studio Deen,Game,"Adventure, Fantasy, Sci-Fi",Shounen,6.581,5245,28
Unknown,TV,12,Finished Airing,"Apr 3, 2021","Jun 26, 2021",Spring 2021,"Kinema Citrus, GIFTanimation, Studio Jemi",Original,Comedy,Unknown,5.911,5246,54
Unknown,OVA,3,Finished Airing,"Jan 3, 2019","Feb 27, 2019",Unknown,Arms,Manga,"Action, Ecchi",Seinen,6.301,5247,17
Lust-Struck Trilogy,OVA,3,Finished Airing,"Apr 19, 2013","Nov 29, 2013",Unknown,Peak Hunt,Manga,Hentai,Unknown,6.901,5248,42
Unknown,Special,6,Finished Airing,"May 29, 2013","Oct 23, 2013",Unknown,Kinema Citrus,4-koma manga,Comedy,Unknown,6.281,5249,2
Sky Blue Utility,Special,1,Finished Airing,"Dec 31, 2021",Not Available,Unknown,Yostar Pictures,Original,Sports,Unknown,6.541,5251,33
Unknown,TV,13,Finished Airing,"Oct 1, 2021","Dec 24, 2021",Fall 2021,OLM,Mixed media,"Action, Sci-Fi",Unknown,6.181,5251,58
X An Omen,OVA,1,Finished Airing,"Aug 25, 2001",Not Available,Unknown,Madhouse,Manga,"Drama, Fantasy, Mystery, Romance, Supernatural",Unknown,6.801,5252,4
Music Girl,Movie,1,Finished Airing,"Mar 22, 2015",Not Available,Unknown,Studio Deen,Original,Slice of Life,Unknown,6.211,5253,11
Unknown,OVA,2,Finished Airing,"Sep 21, 1994","Oct 5, 1994",Unknown,Pierrot,Manga,"Action, Adventure, Supernatural",Shounen,7.231,5254,9
Sizzling Siblings,OVA,2,Finished Airing,"Feb 15, 2013","May 17, 2013",Unknown,Studio Prokion,Manga,Hentai,Unknown,6.861,5255,58
Mahou Shoujo Nante Mouiidesukara Second Season,TV,12,Finished Airing,"Oct 5, 2016","Dec 21, 2016",Fall 2016,Pine Jam,Web manga,Comedy,Unknown,6.071,5256,4
Unknown,TV,12,Finished Airing,"Apr 3, 2016","Jun 19, 2016",Spring 2016,Satelight,Game,Action,Unknown,4.301,5257,12
Unknown,OVA,3,Finished Airing,"Feb 21, 1995","Jun 25, 1995",Unknown,Madhouse,Manga,"Comedy, Drama, Sci-Fi",Unknown,6.511,5258,7
Ghost Sweeper Mikami,TV,45,Finished Airing,"Apr 11, 1993","Mar 6, 1994",Spring 1993,Toei Animation,Manga,"Comedy, Supernatural",Unknown,7.211,5259,37
Unknown,Music,1,Finished Airing,"Nov 27, 2013",Not Available,Unknown,Sunrise,Other,Unknown,Unknown,7.181,5260,11
Onipan!,TV,60,Finished Airing,"Apr 11, 2022","Jul 1, 2022",Spring 2022,Wit Studio,Original,"Comedy, Fantasy",Unknown,6.531,5261,30
Unknown,ONA,13,Finished Airing,"Jun 12, 2008","Sep 4, 2008",Unknown,"Production I.G, Trans Arts",Novel,"Adventure, Comedy",Kids,6.111,5262,11
Unknown,OVA,2,Finished Airing,"Aug 25, 2017","Mar 30, 2018",Unknown,Seven,Visual novel,Hentai,Unknown,7.181,5263,75
Unknown,Movie,1,Finished Airing,"Dec 1, 2012",Not Available,Unknown,OLM,Unknown,"Action, Sports",Kids,6.951,5264,14
Unknown,Special,1,Finished Airing,"Dec 23, 2007",Not Available,Unknown,Satelight,Original,"Action, Sci-Fi",Unknown,7.681,5266,7
Unknown,Special,6,Finished Airing,"Dec 21, 2012","Jun 21, 2013",Unknown,Actas,Original,Unknown,Unknown,7.001,5267,9
Unknown,OVA,1,Finished Airing,2008,Not Available,Unknown,TMS Entertainment,Manga,"Comedy, Mystery",Shounen,7.191,5268,5
Unknown,OVA,1,Finished Airing,"May 30, 2011",Not Available,Unknown,TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Shounen,7.401,5269,2
Unknown,OVA,5,Finished Airing,"Nov 25, 2005","Jul 27, 2007",Unknown,Studio 9 Maiami,Visual novel,Hentai,Unknown,6.931,5270,73
Ai-Mai-Mi Mousou Catastrophe,TV,12,Finished Airing,"Jul 8, 2014","Sep 23, 2014",Summer 2014,Seven,4-koma manga,"Comedy, Slice of Life",Unknown,5.951,5271,4
Unknown,OVA,2,Finished Airing,"Oct 14, 2016","Dec 23, 2016",Unknown,BreakBottle,Manga,Hentai,Unknown,7.161,5272,56
Unknown,Movie,1,Finished Airing,"Feb 9, 2013",Not Available,Unknown,Bones,Original,"Action, Romance",Shounen,6.631,5273,8
Unknown,OVA,4,Finished Airing,"Mar 31, 2017","Sep 29, 2017",Unknown,Suzuki Mirano,Visual novel,Hentai,Unknown,6.571,5274,33
Glasses,Special,1,Finished Airing,"May 21, 2012",Not Available,Unknown,Kyoto Animation,Light novel,Supernatural,Unknown,6.291,5275,6
"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job. Specials",Special,5,Finished Airing,"Jan 31, 2014","May 30, 2014",Unknown,Unknown,Unknown,Comedy,Unknown,6.141,5276,9
Unknown,Special,1,Finished Airing,"Oct 3, 2012",Not Available,Unknown,White Fox,Manga,"Action, Adventure",Seinen,7.201,5277,19
Brigadoon,TV,26,Finished Airing,"Jul 21, 2000","Feb 9, 2001",Summer 2000,Sunrise,Original,"Adventure, Comedy, Drama, Sci-Fi",Unknown,7.251,5278,133
Pokemon Slowking's Day,Special,1,Finished Airing,"Jan 1, 2000",Not Available,Unknown,OLM,Game,Fantasy,Kids,6.121,5279,2
Unknown,ONA,4,Finished Airing,"Dec 2, 2005","Mar 3, 2006",Unknown,Production I.G,Game,"Adventure, Drama",Shounen,6.291,5280,22
Beyblade Burst Turbo,TV,51,Finished Airing,"Apr 2, 2018","Mar 25, 2019",Spring 2018,OLM,Manga,"Action, Adventure, Sci-Fi, Sports",Kids,6.451,5281,72
